Film ,Major Studio,Rotten Tomatoes,Audience Score,Genre,Number of Theatres,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Market Profitability,Opening Weekend,Imdb Rating,Release Date,Director,Poster
The Debt,Universal,76,70,Thriller,1826,31.18,14.46,45.64,20,228.1800%,9.91,6.9,"Aug 31, 2011",John Madden,http://ia.media-imdb.com/images/M/MV5BMjY0Mzk5MjIwNl5BMl5BanBnXkFtZTcwNzg5MDYyNQ@@._V1_SX300.jpg
Apollo 18,Weinstein Company,23,31,Horror,3328,17.69,7.88,25.56,5,511.2400%,8.7,5.2,"Sep 2, 2011",Gonzalo López-Gallego,http://ia.media-imdb.com/images/M/MV5BMTk5MTk3OTk3OV5BMl5BanBnXkFtZTcwMzg4MzgxNg@@._V1_SX300.jpg
Shark Night 3D,Relativity,16,25,Horror,2806,18.88,21.26,40.14,25,160.5400%,8.4,4,"Sep 2, 2011",David R. Ellis,http://ia.media-imdb.com/images/M/MV5BMjA3Mzc0OTIwOV5BMl5BanBnXkFtZTcwNzQxOTczNQ@@._V1_SX300.jpg
Contagion,Warner Bros,84,63,Thriller,3222,75.66,59.8,135.46,60,225.7600%,22.4,6.7,"Sep 9, 2011",Steven Soderbergh,http://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg
Warrior,Lionsgate,83,93,Action,1869,13.66,9.4,23.06,25,92.2300%,5.24,8.2,"Sep 9, 2011",Gavin O'Connor,http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg
Drive,Independent,93,79,Thriller,2886,35.06,41.11,76.17,15,507.8300%,11.34,7.8,"Sep 16, 2011",Nicolas Winding Refn,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg
Abduction,Vertigo Entertainment,4,46,Action,3118,28.09,54,82.09,35,234.5300%,10.93,5,"Sep 23, 2011",John Singleton,http://ia.media-imdb.com/images/M/MV5BMTkxNzU3OTg0Nl5BMl5BanBnXkFtZTcwNDY5MDY2Ng@@._V1_SX300.jpg
Dolphin Tale,Independent,84,81,Drama,3507,72.29,23.12,95.41,37,257.8600%,19.15,6.9,"Sep 23, 2011",Charles Martin Smith,http://ia.media-imdb.com/images/M/MV5BMTk2NTQwMTU5NF5BMl5BanBnXkFtZTcwNTU0MzE0NQ@@._V1_SX300.jpg
Killer Elite,Independent,25,48,Action,2986,25.12,31.26,56.38,70,80.5500%,9.35,6.5,"Sep 23, 2011",Gary McKendry,http://ia.media-imdb.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg
Moneyball,Columbia,95,89,Drama,2993,75.6,34.6,110.2,50,220.400%,19.5,7.6,"Sep 23, 2011",Bennett Miller,http://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg
50/50,Independent,93,93,Comedy,2458,35.01,4.17,39.19,8,489.8400%,8.64,7.7,"Sep 30, 2011",Jonathan Levine,http://ia.media-imdb.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg
Dream House,Morgan Creek Productions,7,38,Horror,2661,21.3,17.2,38.5,50,77.00%,8.13,5.9,"Sep 30, 2011",Jim Sheridan,http://ia.media-imdb.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg
What's Your Number,20th Century Fox,24,50,Comedy,3002,14.01,16.42,30.43,20,152.1300%,5.42,6,"Sep 30, 2011",Mark Mylod,http://ia.media-imdb.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg
Twilight: Breaking Dawn,Independent,26,68,Romance,4061,281.29,430.88,712.17,110,647.4300%,138.12,6.6,"Oct 1, 2011",Ryan Perez,N/A
Real Steel,DreamWorks Pictures,58,81,Action,3440,85.47,213.8,299.27,110,272.0600%,27.32,7.1,"Oct 7, 2011",Shawn Levy,http://ia.media-imdb.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SX300.jpg
The Ides of March,Columbia,85,76,Thriller,2199,40.96,35.03,75.99,12.5,607.9400%,10.47,7.1,"Oct 7, 2011",George Clooney,http://ia.media-imdb.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg
Footloose (2011),Spyglass Entertainment,71,71,Drama,3549,51.8,11.74,63.54,24,264.7600%,15.56,5.8,"Oct 14, 2011",Craig Brewer,NoData
The Big Year,Independent,38,62,Comedy,2150,7.2,0.24,7.45,41,18.1700%,3.25,6.2,"Oct 14, 2011",David Frankel,http://ia.media-imdb.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_SX300.jpg
Johnny English Reborn,Relativity Media,38,55,Comedy,1552,8.31,151.77,160.08,45,355.7300%,3.83,6.3,"Oct 21, 2011",Oliver Parker,http://ia.media-imdb.com/images/M/MV5BMjEzODY2MjU1Nl5BMl5BanBnXkFtZTcwMzc1ODUzNg@@._V1_SX300.jpg
Paranormal Activity 3,Independent,68,58,Horror,3321,104.03,103.01,207.04,5,"4,140.7800%",52.57,5.9,"Oct 21, 2011",Henry Joost: Ariel Schulman,http://ia.media-imdb.com/images/M/MV5BMTk0MTQzODQzOV5BMl5BanBnXkFtZTcwMDQ2NzQ3Ng@@._V1_SX300.jpg
The Three Musketeers,Independent,24,48,Action,3017,20.37,111.9,132.27,75,176.3700%,8.67,5.8,"Oct 21, 2011",Paul W.S. Anderson,http://ia.media-imdb.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_SX300.jpg
Anonymous,Relativity Media,46,66,Drama,265,4.46,10.93,15.39,30,51.3100%,1.02,6.9,"Oct 28, 2011",Roland Emmerich,http://ia.media-imdb.com/images/M/MV5BMjAxOTA5MTMxOV5BMl5BanBnXkFtZTcwNDI4MzU0NQ@@._V1_SX300.jpg
In Time,Regency Enterprises,38,55,Thriller,3122,37.52,136.41,173.93,40,434.8300%,12.05,6.7,"Oct 28, 2011",Andrew Niccol,http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg
Puss In Boots,DreamWorks,83,76,Animation,3952,149.26,405.73,554.99,130,426.9100%,34.08,6.7,"Oct 28, 2011",Chris Miller,http://ia.media-imdb.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg
The Rum Diary,Independent,50,48,Drama,2273,13.11,10.84,23.95,45,53.2100%,5.14,6.2,"Oct 28, 2011",Bruce Robinson,http://ia.media-imdb.com/images/M/MV5BMTM5ODA4MjYxM15BMl5BanBnXkFtZTcwMTM3NTE5Ng@@._V1_SX300.jpg
A Very Harold and Kumar Christmas,Lionsgate,72,71,Comedy,2875,35.06,0.33,35.39,19,186.2500%,12.95,6.3,"Nov 4, 2011",Todd Strauss-Schulson,NoData
Tower Heist,Relativity,68,61,Comedy,3367,78.04,74.88,152.92,75,203.900%,24.03,6.2,"Nov 4, 2011",Brett Ratner,http://ia.media-imdb.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg
Immortals,Relativity Media,36,59,Action,3112,83.5,143.4,226.9,75,302.5400%,32.21,6.1,"Nov 11, 2011",Tarsem Singh,http://ia.media-imdb.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg
J.Edgar,Warner Bros,42,84,Drama,1910,37.31,47.3,84.61,35,241.7300%,11.22,6.6,"Nov 11, 2011",Clint Eastwood,http://ia.media-imdb.com/images/M/MV5BMTc0NDM4ODU2Nl5BMl5BanBnXkFtZTcwNzQ0NTg4Ng@@._V1_SX300.jpg
Jack and Jill,Happy Madison,4,59,Comedy,3438,74.16,75.52,149.68,79,189.4700%,25,3.4,"Nov 11, 2011",Dennis Dugan,http://ia.media-imdb.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg
Happy Feet 2,Village Roadshow Pictures,41,59,Animation,3606,64.01,86.4,150.41,135,111.4100%,21.24,5.9,"Nov 18, 2011",George Miller: Gary Eck: David Peers,NoData
Arthur Christmas,Aardman Animations,92,82,Animation,3376,46.46,100.95,147.41,150,98.2700%,12.07,7.1,"Nov 23, 2011",Sarah Smith: Barry Cook,http://ia.media-imdb.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg
Hugo,Paramount,93,84,Adventure,1277,73864,111905,185769,150,123.8500%,11.36,7.6,"Nov 23, 2011",Martin Scorsese,http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg
The Muppets,Disney,97,87,Comedy,3440,88.63,76.55,165.18,45,367.0800%,29.24,7.2,"Nov 23, 2011",James Bobin,http://ia.media-imdb.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg
New Year's Eve,Warner Bros.,8,48,Romance,3505,54.54,87.5,142.04,56,253.6400%,13.01,5.6,"Dec 9, 2011",Garry Marshall,http://ia.media-imdb.com/images/M/MV5BMjI2Mzg2MDQxOV5BMl5BanBnXkFtZTcwNzc3NTY5Ng@@._V1_SX300.jpg
The Descendants,20th Century Fox,89,88,Drama,876,82.58,94.66,177.24,20,886.2200%,4.38,7.4,"Dec 9, 2011",Alexander Payne,http://ia.media-imdb.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg
The Sitter,Fox,22,43,Comedy,2750,30441,4.5,34941,25,139.7600%,9.85,5.7,"Dec 9, 2011",David Gordon Green,http://ia.media-imdb.com/images/M/MV5BMTY0Mjk3NjAxMV5BMl5BanBnXkFtZTcwODkyNTA2Ng@@._V1_SX300.jpg
Sherlock Holmes 2,Warner Bros,60,79,Action,3703,186.85,358.6,545.45,125,436.3600%,39.63,7.5,"Dec 16, 2011",Guy Ritchie,NoData
The Thing (2011),Universal,36,52,Horror,2996,16.93,10.5,27.43,38,72.1800%,8.49,6.3,"Dec 16, 2011",Matthijs van Heijningen Jr.,NoData
Mission Impossible 4,Paramount,93,86,Action,3448,209.39,485.32,694.71,145,479.1100%,29.55,7.4,"Dec 21, 2011",Brad Bird,NoData
The Adventures of Tintin,Paramount,74,78,Adventure,3087,77591,296402,373993,130,287.6900%,9.72,7.4,"Dec 21, 2011",Steven Spielberg,http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg
The Girl With The Dragon Tattoo,Sony,87,89,Thriller,2914,102.06,130101,232161,90,257.9600%,12.76,7.9,"Dec 21, 2011",David Fincher,http://ia.media-imdb.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg
My Week with Marilyn,The Weinstein Company,83,84,Drama,247,14.6,20.46,35.06,10,350.5700%,1.75,7,"Dec 23, 2011",Simon Curtis,http://ia.media-imdb.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_SX300.jpg
We Bought a Zoo,Fox,63,79,Comedy,3117,75624,44457,120081,50,240.1600%,9.36,7.1,"Dec 23, 2011",Cameron Crowe,http://ia.media-imdb.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg
War Horse,Disney,77,73,Drama,2376,79884,97.7,177584,66,269.0700%,14.52,7.2,"Dec 25, 2011",Steven Spielberg,http://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg
Tinker Tailor Soldier Spy,Focus,83,68,Thriller,809,24149,56481,80.63,21,383.9500%,5.47,7.1,"Jan 6, 2012",Tomas Alfredson,http://ia.media-imdb.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg
The Devil Inside,Paramount,6,22,Horror,2.285,53.26,48.5,101.76,1,"10,175.8500%",2,4.1,"Jan 6, 2012",William Brent Bell,http://ia.media-imdb.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1_SX300.jpg
Shame,Independent,80,80,Drama,10,3.09,13784,16874,6.5,259.600%,0.34,7.3,"Jan 13, 2012",Steve McQueen,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM0OTE5MF5BMl5BanBnXkFtZTcwNzI4MDM5Ng@@._V1_SX300.jpg
The Iron Lady,Weinstein Company,53,54,Drama,802,30017,84938,114955,13,884.2700%,5.41,6.4,"Jan 13, 2012",Phyllida Lloyd,http://ia.media-imdb.com/images/M/MV5BODEzNDUyMDE3NF5BMl5BanBnXkFtZTcwMTgzOTg3Ng@@._V1_SX300.jpg
Contraband,Universal,51,58,Action,2.863,66.53,29.73,96.26,25,385.0500%,1,6.5,"Jan 13, 2012",Baltasar Kormákur,http://ia.media-imdb.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_SX300.jpg
The Artist,Weinstein Company,97,91,Drama,662,44671,88761,133432,16,833.9500%,2.37,8,"Jan 20, 2012",Michel Hazanavicius,http://ia.media-imdb.com/images/M/MV5BMzk0NzQxMTM0OV5BMl5BanBnXkFtZTcwMzU4MDYyNQ@@._V1_SX300.jpg
Haywire,Relativity,80,40,Action,2.439,18.94,14.43,33.37,23,145.100%,1,5.8,"Jan 20, 2012",Steven Soderbergh,http://ia.media-imdb.com/images/M/MV5BMjI2MjIxOTUwN15BMl5BanBnXkFtZTcwNDM5NjcxNw@@._V1_SX300.jpg
Red Tails,Fox,40,58,Action,2.512,49.88,0,49.88,58,86.8400%,1,5.9,"Jan 20, 2012",Anthony Hemingway,http://ia.media-imdb.com/images/M/MV5BNDQ5MTg2NzI4OF5BMl5BanBnXkFtZTcwMDM2NzQzNg@@._V1_SX300.jpg
Underworld Awakening,SGem,26,62,Action,3.078,62.32,97.79,160.11,70,228.7300%,1,6.4,"Jan 20, 2012",Måns Mårlind: Björn Stein,http://ia.media-imdb.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg
Man on a Ledge,Summit,32,52,Action,2.998,18.62,27.6,46.22,42,110.0500%,0,6.6,"Jan 27, 2012",Asger Leth,http://ia.media-imdb.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg
The Grey,Open Road Films,79,61,Adventure,3.185,51.58,25.7,77.28,25,309.1100%,1,6.8,"Jan 27, 2012",Joe Carnahan,http://ia.media-imdb.com/images/M/MV5BNDY4MTQwMzc1MV5BMl5BanBnXkFtZTcwNzcwNTM5Ng@@._V1_SX300.jpg
Big Miracle,Universal,74,64,Biography,2.129,20.16,4.56,24.72,40,61.800%,1,6.5,"Feb 3, 2012",Ken Kwapis,http://ia.media-imdb.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_SX300.jpg
Chronicle (2012),Fox,85,71,Action,2.907,64.58,62.06,126.64,12,"1,055.300%",1,7.1,"Feb 3, 2012",Josh Trank,NoData
The Woman in Black,Cross Creek Films,66,55,Drama,2.855,54.33,73.4,127.73,17,751.3600%,1,6.5,"Feb 3, 2012",James Watkins,http://ia.media-imdb.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg
Journey 2: The Mysterious Island,Warner Bros,52,60,Action,3.47,103.86,231.4,335.26,79,424.3800%,1,5.8,"Feb 10, 2012",Brad Peyton,http://ia.media-imdb.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg
Safe House,Universal,53,64,Action,3.119,126.37,81.7,208.08,85,244.800%,2,6.8,"Feb 10, 2012",Daniel Espinosa,http://ia.media-imdb.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg
The Vow,SGem,29,63,Drama,2.958,125.01,71.1,196.11,30,653.7200%,2,6.8,"Feb 10, 2012",Michael Sucsy,http://ia.media-imdb.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg
Ghost Rider: Spirit of Vengeance,Sony,17,32,Action,3.174,51.77,80.79,132.56,57,232.5700%,1,4.3,"Feb 17, 2012",Mark Neveldine: Brian Taylor,http://ia.media-imdb.com/images/M/MV5BMTkwNDM5MDEzOF5BMl5BanBnXkFtZTcwNDEyNTUxNw@@._V1_SX300.jpg
Dr. Seuss' The Lorax,Universal,54,64,Animation,3.729,214.03,134.81,348.84,70,498.3400%,3,6.5,"Mar 2, 2012",Chris Renaud: Kyle Balda,NoData
John Carter,Disney,51,60,Action,3.749,73.08,211.06,284.14,250,113.6600%,1,6.6,"Mar 9, 2012",Andrew Stanton,http://ia.media-imdb.com/images/M/MV5BNjkyOTI5MDA0Ml5BMl5BanBnXkFtZTcwOTU3NzExNw@@._V1_SX300.jpg
21 Jump Street,Sony,85,82,Action,3.121,138.45,63.14,201.59,42,479.9700%,2,7.2,"Mar 16, 2012",Phil Lord: Christopher Miller,http://ia.media-imdb.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX300.jpg
The Hunger Games,Lionsgate,84,81,Adventure,4.137,408.01,283.24,691.25,78,886.2200%,7,7.3,"Mar 23, 2012",Gary Ross,http://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg
Mirror Mirror,Relativity,49,45,Adventure,3.603,64.94,101.24,166.17,85,195.500%,1,5.6,"Mar 30, 2012",Tarsem Singh,http://ia.media-imdb.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg
Wrath of the Titans,Warner Bros,25,49,Action,3.545,83.67,221.6,305.27,150,203.5100%,2,5.8,"Mar 30, 2012",Jonathan Liebesman,http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg
American Reunion,Universal,44,63,Comedy,3.192,57.01,177.98,234.99,50,469.9800%,1,6.8,"Apr 6, 2012",Jon Hurwitz: Hayden Schlossberg,http://ia.media-imdb.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg
The Cabin in the Woods,Lionsgate,92,73,Horror,2.811,42.07,24.41,66.49,30,221.6200%,1,7,"Apr 13, 2012",Drew Goddard,http://ia.media-imdb.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX300.jpg
The Three Stooges,Fox,52,49,Comedy,3.477,44.34,10.48,54.82,30,182.7300%,1,5.1,"Apr 13, 2012",Bobby Farrelly: Peter Farrelly,http://ia.media-imdb.com/images/M/MV5BMTQwMzYwNjQ3OF5BMl5BanBnXkFtZTcwNzczNDMxNw@@._V1_SX300.jpg
Salmon Fishing in the Yemen,Cross Creek Films,67,64,Comedy,18,9.05,25.52,34.56,15,238.3800%,226,6.8,"Apr 20, 2012",Lasse Hallström,http://ia.media-imdb.com/images/M/MV5BMTYxMzA2NTU5MF5BMl5BanBnXkFtZTcwMjI0MDI0Nw@@._V1_SX300.jpg
The Lucky One,Warner Bros,20,68,Drama,3.155,60.46,38.9,99.36,25,397.4300%,1,6.5,"Apr 20, 2012",Scott Hicks,http://ia.media-imdb.com/images/M/MV5BMTg5NDk3MjAzMF5BMl5BanBnXkFtZTcwMjUyNzExNw@@._V1_SX300.jpg
Safe (2012),Lionsgate,57,60,Action,2.266,17.14,23.2,40.35,30,134.4900%,1,6.5,"Apr 27, 2012",Boaz Yakin,NoData
The Five-Year Engagement,Universal,63,52,Comedy,2.936,28.84,25.07,53.91,30,179.700%,1,6.2,"Apr 27, 2012",Nicholas Stoller,http://ia.media-imdb.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg
The Pirates! Band of Misfits,Sony,86,60,Animation,3.358,31.05,92,123.05,55,223.7300%,1,6.7,"Apr 27, 2012",Peter Lord: Jeff Newitt,http://ia.media-imdb.com/images/M/MV5BOTkzOTc1OTg1Ml5BMl5BanBnXkFtZTcwMjg2ODcwNg@@._V1_SX300.jpg
Marvel's The Avengers,Marvel,92,91,Action,4.349,623.36,895.24,"1,518.59",220,690.2700%,9,8.2,"May 4, 2012",Joss Whedon,NoData
Dark Shadows,Warner Bros,38,46,Comedy,3.755,79.73,165.8,245.53,150,163.6800%,2,6.2,"May 11, 2012",Tim Burton,http://ia.media-imdb.com/images/M/MV5BMjc0NzAyMzI1MF5BMl5BanBnXkFtZTcwMTE0NDQ1Nw@@._V1_SX300.jpg
The Dictator,Paramount,57,45,Comedy,3.008,59.65,119.73,179.38,65,275.9700%,1,6.4,"May 16, 2012",Larry Charles,http://ia.media-imdb.com/images/M/MV5BMjA4NjEyOTc4NV5BMl5BanBnXkFtZTcwODYzMjk2Nw@@._V1_SX300.jpg
Battleship,Universal,34,55,Action,3.69,65.42,237.6,303.03,209,144.9900%,1,5.9,"May 18, 2012",Peter Berg,http://ia.media-imdb.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg
What to Expect When You're Expecting,Lionsgate,22,48,Comedy,3.021,41.15,43.23,84.38,40,210.9600%,1,5.7,"May 18, 2012",Kirk Jones,http://ia.media-imdb.com/images/M/MV5BODYzNjI0ODUzNF5BMl5BanBnXkFtZTcwNTI1MjQ2Nw@@._V1_SX300.jpg
Chernobyl Diaries,Warner Bros,19,29,Horror,2.433,18.12,19.04,37.16,1,"3,715.7600%",1,5,"May 25, 2012",Bradley Parker,http://ia.media-imdb.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_SX300.jpg
The Best Exotic Marigold Hotel,FoxS,78,79,Comedy,27,46.41,90.42,136.84,10,"1,368.3600%",737,7.3,"May 25, 2012",John Madden,http://ia.media-imdb.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_SX300.jpg
Snow White and the Huntsman,Universal,48,52,Action,3.773,155.33,241.26,396.59,170,233.2900%,2,6.1,"Jun 1, 2012",Rupert Sanders,http://ia.media-imdb.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_SX300.jpg
Madagascar 3: Europe's Most Wanted,Dreamworks,79,73,Animation,4.258,216.39,530.53,746.92,145,515.1200%,3,7,"Jun 8, 2012",Eric Darnell: Tom McGrath: Conrad Vernon,http://ia.media-imdb.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg
Prometheus,Fox,74,69,Adventure,3.396,126.48,276.88,403.35,130,310.2700%,2,7,"Jun 8, 2012",Ridley Scott,http://ia.media-imdb.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg
Rock of Ages,Warner Bros (NL),41,55,Comedy,3.47,38.52,20.9,59.42,75,79.2200%,1,5.9,"Jun 15, 2012",Adam Shankman,http://ia.media-imdb.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg
That's My Boy,Sony,20,53,Comedy,3.03,36.93,20.79,57.72,70,82.4600%,1,5.6,"Jun 15, 2012",Sean Anders,http://ia.media-imdb.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_SX300.jpg
Abraham Lincoln: Vampire Hunter,Fox,35,51,Action,3.108,37.52,78.95,116.47,69,168.800%,1,6,"Jun 22, 2012",Timur Bekmambetov,http://ia.media-imdb.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg
Brave,Disney,78,76,Animation,4.164,237.28,301.7,538.98,185,291.3400%,3,7.2,"Jun 22, 2012",Mark Andrews: Brenda Chapman: Steve Purcell,http://ia.media-imdb.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg
Magic Mike,Warner Bros,80,61,Comedy,2.93,113.72,53.5,167.22,7,"2,388.8800%",2,6.1,"Jun 29, 2012",Steven Soderbergh,http://ia.media-imdb.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg
Moonrise Kingdom,Focus,94,86,Adventure,4,45.51,22.75,68.26,16,142.1900%,523,7.8,"Jun 29, 2012",Wes Anderson,http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg
Ted,Universal,68,74,Comedy,3.239,218.82,330.55,549.37,50,"1,098.7400%",3,7,"Jun 29, 2012",Seth MacFarlane,http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg
The Amazing Spider-Man,Sony,73,77,Action,4.318,262.03,490.19,752.22,230,327.0500%,3,7.1,"Jul 3, 2012",Marc Webb,http://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg
Beasts of the Southern Wild,FoxS,86,76,Drama,4,12.8,0,12.8,2,710.8700%,170,7.3,"Jul 5, 2012",Benh Zeitlin,http://ia.media-imdb.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_SX300.jpg
Katy Perry: Part of Me,Paramount,78,73,Documentary,2.73,25.33,7.4,32.73,12,272.7200%,0,5.9,"Jul 5, 2012",Dan Cutforth: Jane Lipsitz,http://ia.media-imdb.com/images/M/MV5BMjI3MTMzNTU0OF5BMl5BanBnXkFtZTcwOTU4Njc4Nw@@._V1_SX300.jpg
Savages (2012),Universal,51,55,Action,2.628,47.38,35.58,82.97,45,184.3700%,1,6.5,"Jul 6, 2012",Oliver Stone,NoData
